original,clean_legal_name,search_core_name,predecessor,status,successor,fdic_query_main,fdic_query_pred
Home Bancorp Inc,Home Bancorp Inc,Home Bancorp,,Active,,NAME:*HOME\ BANCORP*,
Home Federal Bancorp,Home Federal Bancorp,Home Federal Bancorp,,Active,,NAME:*HOME\ FEDERAL\ BANCORP*,
Home Savings & Loan,Home Savings & Loan,Home Savings Loan,,Active,,NAME:*HOME\ SAVINGS\ LOAN*,
Home Savings Bank,Home Savings Bank,Home Savings Bank,,Active,,NAME:*HOME\ SAVINGS\ BANK*,
Home State Bank of Kansas City,Home State Bank,Home State Bank,,Active,,NAME:*HOME\ STATE\ BANK*,
HomeStreet Bank,HomeStreet Bank,HomeStreet Bank,,Active,,NAME:*HOMESTREET\ BANK*,
HomeTrust Bank,HomeTrust Bank,HomeTrust Bank,,Active,,NAME:*HOMETRUST\ BANK*,
Honesdale National Bank,Honesdale National Bank,Honesdale National Bank,,Active,,NAME:*HONESDALE\ NATIONAL\ BANK*,
Horizon Bank,Horizon Bank,Horizon Bank,,Active,,NAME:*HORIZON\ BANK*,
Horizon Farm Credit,Horizon Farm Credit,Horizon Farm Credit,,Active,,NAME:*HORIZON\ FARM\ CREDIT*,
Howard Bank,Howard Bank,Howard Bank,,Active,,NAME:*HOWARD\ BANK*,
Hudson City Savings Institution,Hudson City Savings Institution,Hudson City Savings Institution,,Acquired,,NAME:*HUDSON\ CITY\ SAVINGS\ INSTITUTION*,
Harbor Bank,Harbor Bank,Harbor Bank,,Active,,NAME:*HARBOR\ BANK*,
Harbor Bank of Maryland,Harbor Bank,Harbor Bank,,Active,,NAME:*HARBOR\ BANK*,
HarborOne Bank,HarborOne Bank,HarborOne Bank,,Active,,NAME:*HARBORONE\ BANK*,
Harford Bank,Harford Bank,Harford Bank,,Active,,NAME:*HARFORD\ BANK*,
Harleysville Group Inc,Harleysville Group Inc,Harleysville Group,,Acquired,,NAME:*HARLEYSVILLE\ GROUP*,
Harleysville National Bank,Harleysville National Bank,Harleysville National Bank,,Acquired,,NAME:*HARLEYSVILLE\ NATIONAL\ BANK*,
Harris BankCorp,Harris BankCorp,Harris Bank,,Acquired,,NAME:*HARRIS\ BANK*,
Harris NA,Harris N.A.,Harris,,Acquired,,NAME:*HARRIS*,
Harris Trust & Savings Bank,Harris Trust & Savings Bank,Harris Trust & Savings Bank,,Acquired,,NAME:*HARRIS\ TRUST\ SAVINGS\ BANK*,
Hastings City Bank,Hastings City Bank,Hastings City Bank,,Active,,NAME:*HASTINGS\ CITY\ BANK*,
Hawthorn Bank,Hawthorn Bank,Hawthorn Bank,,Active,,NAME:*HAWTHORN\ BANK*,
Heartland Bank,Heartland Bank,Heartland Bank,,Active,,NAME:*HEARTLAND\ BANK*,
Heartland Financial USA Inc,Heartland Financial USA Inc,Heartland Financial USA,,Active,,NAME:*HEARTLAND\ FINANCIAL\ USA*,
Helaba Bank - Landesbank Hessen-Thuringen New York,Helaba Bank - Landesbank Hessen-Thuringen,Helaba Bank Landesbank HessenThuringen,,Active,,NAME:*HELABA\ BANK\ LANDESBANK\ HESSENTHURINGEN*,
Heritage Bank & Trust,Heritage Bank & Trust,Heritage Bank Trust,,Active,,NAME:*HERITAGE\ BANK\ TRUST*,
Heritage Bank SSB,Heritage Bank SSB,Heritage Bank SSB,,Active,,NAME:*HERITAGE\ BANK\ SSB*,
Heritage Bank of Commerce,Heritage Bank of Commerce,Heritage Bank of Commerce,,Active,,NAME:*HERITAGE\ BANK\ OF\ COMMERCE*,
Heritage Bankshares Inc,Heritage Bankshares Inc,Heritage Bankshares,,Active,,NAME:*HERITAGE\ BANKSHARES*,
Heritage Commerce Corp,Heritage Commerce Corp,Heritage Commerce,,Active,,NAME:*HERITAGE\ COMMERCE*,
Heritage Oaks Bancorp,Heritage Oaks Bancorp,Heritage Oaks Bancorp,,Active,,NAME:*HERITAGE\ OAKS\ BANCORP*,
Heritage Southeast Bank,Heritage Southeast Bank,Heritage Southeast Bank,,Active,,NAME:*HERITAGE\ SOUTHEAST\ BANK*,
Hibernia Bank,Hibernia Bank,Hibernia Bank,,Acquired,,NAME:*HIBERNIA\ BANK*,
Hibernia National Bank,Hibernia National Bank,Hibernia National Bank,,Acquired,,NAME:*HIBERNIA\ NATIONAL\ BANK*,
Hickory Point Bank & Trust,Hickory Point Bank & Trust,Hickory Point Bank Trust,,Active,,NAME:*HICKORY\ POINT\ BANK\ TRUST*,
High Plains Farm Credit ACA,High Plains Farm Credit ACA,High Plains Farm Credit ACA,,Active,,NAME:*HIGH\ PLAINS\ FARM\ CREDIT\ ACA*,
High Point Bank & Trust Co,High Point Bank & Trust Co,High Point Bank Trust Co,,Active,,NAME:*HIGH\ POINT\ BANK\ TRUST\ CO*,
Hudson United Bank,Hudson United Bank,Hudson United Bank,,Acquired,,NAME:*HUDSON\ UNITED\ BANK*,
Hudson Valley Bank,Hudson Valley Bank,Hudson Valley Bank,,Active,,NAME:*HUDSON\ VALLEY\ BANK*,
Huntington Bancshares,Huntington Bancshares,Huntington Bancshares,,Active,,NAME:*HUNTINGTON\ BANCSHARES*,
Huntington Bank,Huntington Bank,Huntington Bank,,Active,,NAME:*HUNTINGTON\ BANK*,
Huntington National Bank,Huntington National Bank,Huntington National Bank,,Active,,NAME:*HUNTINGTON\ NATIONAL\ BANK*,
Hyde Park Bank,Hyde Park Bank,Hyde Park Bank,,Active,,NAME:*HYDE\ PARK\ BANK*,
Hyden Citizens Bank,Hyden Citizens Bank,Hyden Citizens Bank,,Active,,NAME:*HYDEN\ CITIZENS\ BANK*,
Hyperion Bank,Hyperion Bank,Hyperion Bank,,Active,,NAME:*HYPERION\ BANK*,
Hypo Public Finance USA Inc,Hypo Public Finance USA Inc,Hypo Public Finance USA,,Active,,NAME:*HYPO\ PUBLIC\ FINANCE\ USA*,
Hypo Real Estate Holding AG,Hypo Real Estate Holding AG,Hypo Real Estate Holding,,Acquired,,NAME:*HYPO\ REAL\ ESTATE\ HOLDING*,
ICBC International Holdings Ltd,ICBC International Holdings Ltd,ICBC International Holdings,,Active,,NAME:*ICBC\ INTERNATIONAL\ HOLDINGS*,
ICBC New York,ICBC,ICBC,,Active,,NAME:*ICBC*,
IFIC Bank Ltd,IFIC Bank Ltd,IFIC Bank,,Active,,NAME:*IFIC\ BANK*,
HSBC Bank USA NA,HSBC Bank USA NA,HSBC Bank USA,,Active,,NAME:*HSBC\ BANK\ USA*,
HSBC USA Inc,HSBC USA Inc,HSBC USA,,Active,,NAME:*HSBC\ USA*,
Habersham Bank,Habersham Bank,Habersham Bank,,Active,,NAME:*HABERSHAM\ BANK*,
Hamilton Bank,Hamilton Bank,Hamilton Bank,,Active,,NAME:*HAMILTON\ BANK*,
Hamilton State Bank,Hamilton State Bank,Hamilton State Bank,,Active,,NAME:*HAMILTON\ STATE\ BANK*,
Hancock Bank,Hancock Bank,Hancock Bank,,Active,,NAME:*HANCOCK\ BANK*,
Inez Deposit Bank,Inez Deposit Bank,Inez Deposit Bank,,Active,,NAME:*INEZ\ DEPOSIT\ BANK*,
Inland Bank,Inland Bank,Inland Bank,,Active,,NAME:*INLAND\ BANK*,
Instituto de Credito Oficial (US),Instituto de Credito Oficial,Instituto de Credito Oficial,,Active,,NAME:*INSTITUTO\ DE\ CREDITO\ OFICIAL*,
Integra Bank,Integra Bank,Integra Bank,,Acquired,,NAME:*INTEGRA\ BANK*,
Integra Bank NA,Integra Bank NA,Integra Bank,,Acquired,,NAME:*INTEGRA\ BANK*,
Integrity Bank Plus,Integrity Bank Plus,Integrity Bank Plus,,Active,,NAME:*INTEGRITY\ BANK\ PLUS*,
Ixonia State Bank,Ixonia State Bank,Ixonia State Bank,,Active,,NAME:*IXONIA\ STATE\ BANK*,
J&K Bank,Jammu and Kashmir Bank,Jammu and Kashmir Bank,,Active,,NAME:*JAMMU\ AND\ KASHMIR\ BANK*,
JP Morgan,JPMorgan Chase & Co.,JPMorgan Chase,,Active,,NAME:*JPMORGAN\ CHASE*,
JP Morgan & Co,JPMorgan Chase & Co.,JPMorgan Chase,,Active,,NAME:*JPMORGAN\ CHASE*,
JP Morgan Chase,JPMorgan Chase & Co.,JPMorgan Chase,,Active,,NAME:*JPMORGAN\ CHASE*,
JP Morgan Chase & Co,JPMorgan Chase & Co.,JPMorgan Chase,,Active,,NAME:*JPMORGAN\ CHASE*,
JP Morgan Chase Bank NA,JPMorgan Chase Bank National Association,JPMorgan Chase Bank,,Active,,NAME:*JPMORGAN\ CHASE\ BANK*,
JP Morgan Trust Co,JPMorgan Chase Trust Company,JPMorgan Chase Trust Company,,Active,,NAME:*JPMORGAN\ CHASE\ TRUST\ COMPANY*,
JPM Co,JPMorgan Chase & Co.,JPMorgan Chase,,Active,,NAME:*JPMORGAN\ CHASE*,
JPMorgan Chase Bank,JPMorgan Chase Bank National Association,JPMorgan Chase Bank,,Active,,NAME:*JPMORGAN\ CHASE\ BANK*,
JPMorgan Chase Bank National Association,JPMorgan Chase Bank National Association,JPMorgan Chase Bank,,Active,,NAME:*JPMORGAN\ CHASE\ BANK*,
Jefferson Bank,Jefferson Bank,Jefferson Bank,,Active,,NAME:*JEFFERSON\ BANK*,
Johnson Bank NA,Johnson Bank NA,Johnson Bank,,Active,,NAME:*JOHNSON\ BANK*,
Juniata Valley Bank,Juniata Valley Bank,Juniata Valley Bank,,Active,,NAME:*JUNIATA\ VALLEY\ BANK*,
K&H Bank NYRT,Kassa and Hitel Bank,Kassa and Hitel Bank,,Active,,NAME:*KASSA\ AND\ HITEL\ BANK*,
KSB Bank,KSB Bank,KSB Bank,,Active,,NAME:*KSB\ BANK*,
Liberty Bank,Liberty Bank,Liberty Bank,,Active,,NAME:*LIBERTY\ BANK*,
Libertyville Bank & Trust Co,Libertyville Bank & Trust Company,Libertyville Bank & Trust,,Active,,NAME:*LIBERTYVILLE\ BANK\ TRUST*,
Limestone Bank Inc,Limestone Bank Inc,Limestone Bank,,Active,,NAME:*LIMESTONE\ BANK*,
Lincoln Bank,Lincoln Bank,Lincoln Bank,,Active,,NAME:*LINCOLN\ BANK*,
Lincoln National Bank & Trust Co,Lincoln National Bank & Trust Company,Lincoln National Bank & Trust,,Active,,NAME:*LINCOLN\ NATIONAL\ BANK\ TRUST*,
Live Oak Bank,Live Oak Bank,Live Oak Bank,,Active,,NAME:*LIVE\ OAK\ BANK*,
Logan Bank & Trust,Logan Bank & Trust,Logan Bank & Trust,,Active,,NAME:*LOGAN\ BANK\ TRUST*,
Kentucky Farmers Bank,Kentucky Farmers Bank,Kentucky Farmers Bank,,Active,,NAME:*KENTUCKY\ FARMERS\ BANK*,
MTB Bank,MTB Bank,MTB Bank,,Active,,NAME:*MTB\ BANK*,
MUFG Union Bank NA,"MUFG Union Bank, N.A.",MUFG Union Bank,,Active,,NAME:*MUFG\ UNION\ BANK*,
MVB Bank Inc,"MVB Bank, Inc.",MVB Bank,,Active,,NAME:*MVB\ BANK*,
Mabrey Bank,Mabrey Bank,Mabrey Bank,,Active,,NAME:*MABREY\ BANK*,
Macatawa Bank Corp,Macatawa Bank Corporation,Macatawa Bank,,Active,,NAME:*MACATAWA\ BANK*,
Machias Savings Bank,Machias Savings Bank,Machias Savings Bank,,Active,,NAME:*MACHIAS\ SAVINGS\ BANK*,
Macquarie Group Ltd,Macquarie Group Limited,Macquarie Group,,Active,,NAME:*MACQUARIE\ GROUP*,
Magna Bank,Magna Bank,Magna Bank,,Active,,NAME:*MAGNA\ BANK*,
Magnolia Bank,Magnolia Bank,Magnolia Bank,,Active,,NAME:*MAGNOLIA\ BANK*,
Main Street Bank & Trust,Main Street Bank & Trust,Main Street Bank & Trust,,Active,,NAME:*MAIN\ STREET\ BANK\ TRUST*,
MainSource Bank,MainSource Bank,MainSource Bank,,Active,,NAME:*MAINSOURCE\ BANK*,
Mainline National Bank,Mainline National Bank,Mainline National Bank,,Active,,NAME:*MAINLINE\ NATIONAL\ BANK*,
Kookmin Bank New York,Kookmin Bank,Kookmin Bank,,Active,,NAME:*KOOKMIN\ BANK*,
Korea Development Bank New York,Korea Development Bank,Korea Development Bank,,Active,,NAME:*KOREA\ DEVELOPMENT\ BANK*,
Korea Exchange Bank New York,Korea Exchange Bank,Korea Exchange Bank,,Acquired,,NAME:*KOREA\ EXCHANGE\ BANK*,
LB Rheinland-Pfalz (USA),LB Rheinland-Pfalz,LB Rheinland-Pfalz,,Acquired,,NAME:*LB\ RHEINLANDPFALZ*,
LCA Bank Corp,LCA Bank Corporation,LCA Bank,,Active,,NAME:*LCA\ BANK*,
LCNB National Bank,LCNB National Bank,LCNB National Bank,,Active,,NAME:*LCNB\ NATIONAL\ BANK*,
La Plata State Bank,La Plata State Bank,La Plata State Bank,,Active,,NAME:*LA\ PLATA\ STATE\ BANK*,
La Salle National Bank,La Salle National Bank,La Salle National Bank,,Acquired,,NAME:*LA\ SALLE\ NATIONAL\ BANK*,
LaSalle Bank Midwest NA,"LaSalle Bank Midwest, N.A.",LaSalle Bank Midwest,,Acquired,,NAME:*LASALLE\ BANK\ MIDWEST*,
LaSalle Bank NA,"LaSalle Bank, N.A.",LaSalle Bank,,Acquired,,NAME:*LASALLE\ BANK*,
LaSalle National Bank,LaSalle National Bank,LaSalle National Bank,,Acquired,,NAME:*LASALLE\ NATIONAL\ BANK*,
Lafayette Ambassador Bank,Lafayette Ambassador Bank,Lafayette Ambassador Bank,,Active,,NAME:*LAFAYETTE\ AMBASSADOR\ BANK*,
Lafayette Bank & Trust,Lafayette Bank & Trust,Lafayette Bank & Trust,,Active,,NAME:*LAFAYETTE\ BANK\ TRUST*,
Montgomery Bank,Montgomery Bank,Montgomery Bank,,Active,,NAME:*MONTGOMERY\ BANK*,
MoraBanc,MoraBanc,MoraBanc,,Active,,NAME:*MORABANC*,
"Morgan Bank, N.A.","Morgan Bank, N.A.",Morgan Bank,,Active,,NAME:*MORGAN\ BANK*,
Morgan Stanley,Morgan Stanley,Morgan Stanley,,Active,,NAME:*MORGAN\ STANLEY*,
Morgan Stanley Bank,Morgan Stanley Bank,Morgan Stanley Bank,,Active,,NAME:*MORGAN\ STANLEY\ BANK*,
Hancock Whitney Bank,Hancock Whitney Bank,Hancock Whitney Bank,,Active,,NAME:*HANCOCK\ WHITNEY\ BANK*,
Hanmi Bank,Hanmi Bank,Hanmi Bank,,Active,,NAME:*HANMI\ BANK*,
INB National Bank,INB National Bank,INB National Bank,,Acquired,,NAME:*INB\ NATIONAL\ BANK*,
INBANKSHARES CORP,INBANKSHARES CORP,INBANKSHARES,,Acquired,,NAME:*INBANKSHARES*,
ING,ING Group NV,ING Group,,Active,,NAME:*ING\ GROUP*,
ING Bank,ING Bank NV,ING Bank,,Active,,NAME:*ING\ BANK*,
ING Group,ING Group NV,ING Group,,Active,,NAME:*ING\ GROUP*,
IberiaBank,IberiaBank Corp,IberiaBank,,Acquired,,NAME:*IBERIABANK*,
Illini Bank,Illini Bank,Illini Bank,,Active,,NAME:*ILLINI\ BANK*,
Illinois Bank & Trust,Illinois Bank & Trust,Illinois Bank & Trust,,Active,,NAME:*ILLINOIS\ BANK\ TRUST*,
Illinois National Bank,Illinois National Bank,Illinois National Bank,,Active,,NAME:*ILLINOIS\ NATIONAL\ BANK*,
InBankshares Corp,InBankshares Corp,InBankshares,,Active,,NAME:*INBANKSHARES*,
Inchon Mutual Savings Bank,Inchon Mutual Savings Bank,Inchon Mutual Savings Bank,,Active,,NAME:*INCHON\ MUTUAL\ SAVINGS\ BANK*,
International Bank of Miami NA,International Bank of Miami NA,International Bank of Miami,,Active,,NAME:*INTERNATIONAL\ BANK\ OF\ MIAMI*,
Intrust Bank,Intrust Bank,Intrust Bank,,Active,,NAME:*INTRUST\ BANK*,
Investar Bank,Investar Bank,Investar Bank,,Active,,NAME:*INVESTAR\ BANK*,
Investors Bank & Trust Co,Investors Bank & Trust Co,Investors Bank & Trust,,Active,,NAME:*INVESTORS\ BANK\ TRUST*,
Inwood National Bank,Inwood National Bank,Inwood National Bank,,Active,,NAME:*INWOOD\ NATIONAL\ BANK*,
Isabella Bank,Isabella Bank,Isabella Bank,,Active,,NAME:*ISABELLA\ BANK*,
Israel Discount Bank of New York Inc [IDBNY],Israel Discount Bank of New York Inc,Israel Discount Bank of New York,,Active,,NAME:*ISRAEL\ DISCOUNT\ BANK\ OF\ NEW\ YORK*,
Independence Bank of Chicago,Independence Bank of Chicago,Independence Bank of Chicago,,Active,,NAME:*INDEPENDENCE\ BANK\ OF\ CHICAGO*,
Independent Bank (TIB),Independent Bank,Independent Bank,,Active,,NAME:*INDEPENDENT\ BANK*,
Independent Bank Corp,Independent Bank Corp,Independent Bank,,Active,,NAME:*INDEPENDENT\ BANK*,
Independent Bank Group Inc,Independent Bank Group Inc,Independent Bank Group,,Active,,NAME:*INDEPENDENT\ BANK\ GROUP*,
Independent Bankshares,Independent Bankshares,Independent Bankshares,,Active,,NAME:*INDEPENDENT\ BANKSHARES*,
Industrial Bank,Industrial Bank,Industrial Bank,,Active,,NAME:*INDUSTRIAL\ BANK*,
Industrial Bank of Korea New York,Industrial Bank of Korea,Industrial Bank of Korea,,Active,,NAME:*INDUSTRIAL\ BANK\ OF\ KOREA*,
Industrial Bank of Washington,Industrial Bank of Washington,Industrial Bank of Washington,,Active,,NAME:*INDUSTRIAL\ BANK\ OF\ WASHINGTON*,
Indy Mac,IndyMac Bank FSB,IndyMac Bank,,Failed,,NAME:*INDYMAC\ BANK*,
Indymac Bancorp,Indymac Bancorp,Indymac Bancorp,,Failed,,NAME:*INDYMAC\ BANCORP*,
Key Bank NA,KeyBank National Association,KeyBank,,Active,,NAME:*KEYBANK*,
KeyBank,KeyBank National Association,KeyBank,,Active,,NAME:*KEYBANK*,
KeyCorp,KeyCorp,Key,,Active,,NAME:*KEY*,
Keybank NA,KeyBank National Association,KeyBank,,Active,,NAME:*KEYBANK*,
Keystone Nazareth Bank & Trust Co,Keystone Nazareth Bank & Trust Company,Keystone Nazareth Bank & Trust,,Active,,NAME:*KEYSTONE\ NAZARETH\ BANK\ TRUST*,
Kirkpatrick Bank,Kirkpatrick Bank,Kirkpatrick Bank,,Active,,NAME:*KIRKPATRICK\ BANK*,
Kleberg Bank,Kleberg Bank,Kleberg Bank,,Active,,NAME:*KLEBERG\ BANK*,
Klein Bank,Klein Bank,Klein Bank,,Active,,NAME:*KLEIN\ BANK*,
Malayan Banking Bhd New York,Malayan Banking Berhad,Malayan Banking,,Active,,NAME:*MALAYAN\ BANKING*,
Manufacturers & Traders Trust Co,Manufacturers & Traders Trust Company,Manufacturers & Traders Trust,,Active,,NAME:*MANUFACTURERS\ TRADERS\ TRUST*,
Manufacturers Bank,Manufacturers Bank,Manufacturers Bank,,Active,,NAME:*MANUFACTURERS\ BANK*,
Manufacturers National Bank,Manufacturers National Bank,Manufacturers National Bank,,Active,,NAME:*MANUFACTURERS\ NATIONAL\ BANK*,
Manufacturers and Traders Trust Company,Manufacturers and Traders Trust Company,Manufacturers and Traders Trust,,Active,,NAME:*MANUFACTURERS\ AND\ TRADERS\ TRUST*,
Manufacturing & Traders Trust Co,Manufacturing & Traders Trust Company,Manufacturing & Traders Trust,,Active,,NAME:*MANUFACTURING\ TRADERS\ TRUST*,
MapleMark Bank,MapleMark Bank,MapleMark Bank,,Active,,NAME:*MAPLEMARK\ BANK*,
Marathon Bank,Marathon Bank,Marathon Bank,,Active,,NAME:*MARATHON\ BANK*,
Marine Bank,Marine Bank,Marine Bank,,Active,,NAME:*MARINE\ BANK*,
Marquette Bank of Golden Valley,Marquette Bank,Marquette Bank,,Active,,NAME:*MARQUETTE\ BANK*,
Marquette Capital Bank NA,Marquette Capital Bank National Association,Marquette Capital Bank,,Active,,NAME:*MARQUETTE\ CAPITAL\ BANK*,
Marquette National Bank,Marquette National Bank,Marquette National Bank,,Active,,NAME:*MARQUETTE\ NATIONAL\ BANK*,
Marshall & Ilsley Corp,Marshall & Ilsley Corporation,Marshall & Ilsley,,Acquired,,NAME:*MARSHALL\ ILSLEY*,
Marshall BankFirst,Marshall BankFirst,Marshall BankFirst,,Active,,NAME:*MARSHALL\ BANKFIRST*,
Mauch Chunk Trust Co,Mauch Chunk Trust Company,Mauch Chunk Trust,,Active,,NAME:*MAUCH\ CHUNK\ TRUST*,
McFarland State Bank,McFarland State Bank,McFarland State Bank,,Active,,NAME:*MCFARLAND\ STATE\ BANK*,
Mechanics & Farmers Bank,Mechanics & Farmers Bank,Mechanics & Farmers Bank,,Active,,NAME:*MECHANICS\ FARMERS\ BANK*,
Mechanics Bank,Mechanics Bank,Mechanics Bank,,Active,,NAME:*MECHANICS\ BANK*,
Mechanics Cooperative Bank,Mechanics Cooperative Bank,Mechanics Cooperative Bank,,Active,,NAME:*MECHANICS\ COOPERATIVE\ BANK*,
Lone Star Bank,Lone Star Bank,Lone Star Bank,,Active,,NAME:*LONE\ STAR\ BANK*,
Los Alamos National Bank,Los Alamos National Bank,Los Alamos National Bank,,Active,,NAME:*LOS\ ALAMOS\ NATIONAL\ BANK*,
Luther Burbank Savings,Luther Burbank Savings,Luther Burbank Savings,,Active,,NAME:*LUTHER\ BURBANK\ SAVINGS*,
National Bank for Financing Infrastructure and Development,National Bank for Financing Infrastructure and Development,National Bank for Financing Infrastructure and Development,,Active,,NAME:*NATIONAL\ BANK\ FOR\ FINANCING\ INFRASTRUCTURE\ AND\ DEVELOPMENT*,
National Bank of Arizona,National Bank of Arizona,National Bank of Arizona,,Active,,NAME:*NATIONAL\ BANK\ OF\ ARIZONA*,
National Bank of California,National Bank of California,National Bank of California,,Active,,NAME:*NATIONAL\ BANK\ OF\ CALIFORNIA*,
National Bank of Commerce,National Bank of Commerce,National Bank of Commerce,,Active,,NAME:*NATIONAL\ BANK\ OF\ COMMERCE*,
National Bank of Indianapolis,National Bank of Indianapolis,National Bank of Indianapolis,,Active,,NAME:*NATIONAL\ BANK\ OF\ INDIANAPOLIS*,
National Bank of South Carolina,National Bank of South Carolina,National Bank of South Carolina,,Active,,NAME:*NATIONAL\ BANK\ OF\ SOUTH\ CAROLINA*,
National City Bancorporation,National City Bancorporation,National City Bancorporation,,Acquired,,NAME:*NATIONAL\ CITY\ BANCORPORATION*,
National City Bank,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank Cleveland,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank Indiana,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank of Indiana,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank of Kentucky,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank of Michigan/Illinois,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National City Bank of the Midwest,National City Bank,National City Bank,,Acquired,,NAME:*NATIONAL\ CITY\ BANK*,
National Consumer Cooperative Bank,National Consumer Cooperative Bank,National Consumer Cooperative Bank,,Active,,NAME:*NATIONAL\ CONSUMER\ COOPERATIVE\ BANK*,
National Cooperative Bank,National Cooperative Bank,National Cooperative Bank,,Active,,NAME:*NATIONAL\ COOPERATIVE\ BANK*,
National Credit & Commerce Bank Ltd,National Credit & Commerce Bank,National Credit & Commerce Bank,,Active,,NAME:*NATIONAL\ CREDIT\ COMMERCE\ BANK*,
National Exchange Bank & Trust,National Exchange Bank & Trust,National Exchange Bank & Trust,,Active,,NAME:*NATIONAL\ EXCHANGE\ BANK\ TRUST*,
National Microfinance Bank,National Microfinance Bank,National Microfinance Bank,,Active,,NAME:*NATIONAL\ MICROFINANCE\ BANK*,
National Penn Bancshares Inc,National Penn Bancshares,National Penn Bancshares,,Acquired,,NAME:*NATIONAL\ PENN\ BANCSHARES*,
National Penn Bank,National Penn Bank,National Penn Bank,,Acquired,,NAME:*NATIONAL\ PENN\ BANK*,
National Valley Bank,National Valley Bank,National Valley Bank,,Active,,NAME:*NATIONAL\ VALLEY\ BANK*,
National Westminster Bancorp Inc,National Westminster Bancorp,National Westminster Bancorp,,Acquired,,NAME:*NATIONAL\ WESTMINSTER\ BANCORP*,
National Westminster Bank USA,National Westminster Bank,National Westminster Bank,,Acquired,,NAME:*NATIONAL\ WESTMINSTER\ BANK*,
Nationwide Bank,Nationwide Bank,Nationwide Bank,,Active,,NAME:*NATIONWIDE\ BANK*,
Native American Bank NA,Native American Bank,Native American Bank,,Active,,NAME:*NATIVE\ AMERICAN\ BANK*,
NBD Bank NA,NBD Bank,NBD Bank,,Acquired,,NAME:*NBD\ BANK*,
NBH Bank NA,NBH Bank,NBH Bank,,Active,,NAME:*NBH\ BANK*,
NBT Bank,NBT Bank,NBT Bank,,Active,,NAME:*NBT\ BANK*,
Morgan Stanley Bank NA,"Morgan Stanley Bank, National Association",Morgan Stanley Bank,,Active,,NAME:*MORGAN\ STANLEY\ BANK*,
Morgan Stanley Private Bank NA,"Morgan Stanley Private Bank, National Association",Morgan Stanley Private Bank,,Active,,NAME:*MORGAN\ STANLEY\ PRIVATE\ BANK*,
Morton Community Bank,Morton Community Bank,Morton Community Bank,,Active,,NAME:*MORTON\ COMMUNITY\ BANK*,
Mountain Plains Farm Credit,Mountain Plains Farm Credit,Mountain Plains Farm Credit,,Active,,NAME:*MOUNTAIN\ PLAINS\ FARM\ CREDIT*,
Mutual Bank of Omaha,Mutual Bank of Omaha,Mutual Bank of Omaha,,Active,,NAME:*MUTUAL\ BANK\ OF\ OMAHA*,
Mutual of Omaha Bank,Mutual of Omaha Bank,Mutual of Omaha Bank,,Acquired,,NAME:*MUTUAL\ OF\ OMAHA\ BANK*,
Lake City Bank,Lake City Bank,Lake City Bank,,Active,,NAME:*LAKE\ CITY\ BANK*,
Lake Forest Bank & Trust,Lake Forest Bank & Trust,Lake Forest Bank & Trust,,Active,,NAME:*LAKE\ FOREST\ BANK\ TRUST*,
Lakeland Bank,Lakeland Bank,Lakeland Bank,,Active,,NAME:*LAKELAND\ BANK*,
Lakeside Bank,Lakeside Bank,Lakeside Bank,,Active,,NAME:*LAKESIDE\ BANK*,
Lea County State Bank,Lea County State Bank,Lea County State Bank,,Active,,NAME:*LEA\ COUNTY\ STATE\ BANK*,
Leaders Bank,Leaders Bank,Leaders Bank,,Active,,NAME:*LEADERS\ BANK*,
Legacy Bank,Legacy Bank,Legacy Bank,,Active,,NAME:*LEGACY\ BANK*,
Legacy Bank of Texas,Legacy Bank of Texas,Legacy Bank of Texas,,Active,,NAME:*LEGACY\ BANK\ OF\ TEXAS*,
LegacyTexas Bank,LegacyTexas Bank,LegacyTexas Bank,,Acquired,,NAME:*LEGACYTEXAS\ BANK*,
Legence Bank,Legence Bank,Legence Bank,,Active,,NAME:*LEGENCE\ BANK*,
Lehman Brothers Bank FSB,"Lehman Brothers Bank, Federal Savings Bank",Lehman Brothers Bank,,Failed,,NAME:*LEHMAN\ BROTHERS\ BANK*,
Lehman Brothers Commercial Bank,Lehman Brothers Commercial Bank,Lehman Brothers Commercial Bank,,Failed,,NAME:*LEHMAN\ BROTHERS\ COMMERCIAL\ BANK*,
Lehman Brothers Holdings Inc,"Lehman Brothers Holdings, Incorporated",Lehman Brothers Holdings,,Failed,,NAME:*LEHMAN\ BROTHERS\ HOLDINGS*,
Mizuho Corporate Bank Los Angeles,Mizuho Corporate Bank,Mizuho Corporate Bank,,Active,,NAME:*MIZUHO\ CORPORATE\ BANK*,
Mizuho Corporate Bank USA,Mizuho Corporate Bank USA,Mizuho Corporate Bank USA,,Active,,NAME:*MIZUHO\ CORPORATE\ BANK\ USA*,
Mizuho Financial Group Inc,"Mizuho Financial Group, Incorporated",Mizuho Financial Group,,Active,,NAME:*MIZUHO\ FINANCIAL\ GROUP*,
