original,status,successor,search_query,notes,Found,Match_Count,Match1_Name,Match1_CERT,Match1_RSSD,Match1_Status,Match1_Asset,Match1_State,Match1_Address,Match1_City,Match1_Zip,Match1_SimScore,Match2_Name,Match2_CERT,Match2_RSSD,Match2_Status,Match2_Asset,Match2_State,Match2_Address,Match2_City,Match2_Zip,Match2_SimScore
Lake Forest Bank & Trust,Active,Lake Forest Bank & Trust,Lake*Forest*Bank*&*Trust*,"Input 'Lake Forest Bank & Trust' is correct, active Wintrust Financial subsidiary.",True,1,"Lake Forest Bank & Trust Company, National Association",27589,1917301,Active,9241590.0,IL,727 N Bank Ln,Lake Forest,60045,0.72,,,,,,,,,,
Lakeside Bank,Active,Lakeside Bank,Lakeside*Bank*,"Input 'Lakeside Bank' is correct, active community bank.",True,4,Lakeside Bank,19573,201834,Active,2838903.0,IL,55 W Wacker Dr,Chicago,60601,1.00,Lakeside Bank,21693,32766,Active,404641.0,TX,2805 Ridge Rd,Rockwall,75032,1.00
Landesbank Baden-Württemberg,Active,Landesbank Baden-Württemberg,Landesbank*Baden*Wurttemberg*,"Input 'Landesbank Baden-Wurttemberg New York Branch' cleaned (removed Branch suffix), active German bank US branch.",False,0,,,,,,,,,,,,,,,,,,,,
Leaders Bank,Active,Leaders Bank,Leaders*Bank*,"Input 'Leaders Bank' is correct, active Illinois community bank.",True,1,"Leadership Bank, National Association",25167,625252,Inactive,1886.0,OK,211 Park Avenue,Oklahoma City,73125,0.53,,,,,,,,,,
Liberty Bank,Active,Liberty Bank,Liberty*Bank*,"Input 'Liberty Bank' is correct, active community bank.",True,10,Liberty Bank,11719,371942,Active,187829.0,IL,1002 N Main St,Liberty,62347,1.00,Liberty Bank,17943,587800,Active,8682051.0,CT,245 Long Hill Rd,Middletown,06457,1.00
Lincoln Bank,Active,Lincoln Bank,Lincoln*Bank*,"Input 'Lincoln Bank' is correct, active community bank.",True,2,Lincoln State Bank,8390,667551,Active,124415.0,ND,302 Main Ave S,Hankinson,58041,0.80,Lincoln Savings Bank,14207,589943,Active,1775608.0,IA,508 Main St,Reinbeck,50669,0.75
Live Oak Bank,Active,Live Oak Bank,Live*Oak*Bank*,"Input 'Live Oak Bank' is correct, active online small business bank.",True,2,Live Oak Banking Company,58665,3650808,Active,14581672.0,NC,1757 Tiburon Dr,Wilmington,28403,0.90,Live Oak State Bank,57187,3035759,Inactive,122130.0,TX,3206 Live Oak,Dallas,75204,0.81
Manufacturers and Traders Trust Company,Active,Manufacturers and Traders Trust Company,Manufacturers*and*Traders*Trust*Company*,"Input 'M&T Bank' expanded to full official name, active regional bank.",True,1,Manufacturers and Traders Trust Company,588,501105,Active,210741944.0,NY,1 M And T Plz,Buffalo,14203,1.00,,,,,,,,,,
MMG Bank,Active,MMG Bank,MMG*Bank*,"Input 'MMG Bank Corp' cleaned (removed Corp suffix), active Minnesota community bank.",False,0,,,,,,,,,,,,,,,,,,,,
MUFG Union Bank,Active,MUFG Union Bank,MUFG*Union*Bank*,"Input 'MUFG Union Bank NA' cleaned (removed NA suffix), active Mitsubishi UFJ subsidiary.",True,1,"MUFG Union Bank, National Association",22826,212465,Inactive,99963823.0,CA,350 California St,San Francisco,94104,0.62,,,,,,,,,,
MVB Bank,Active,MVB Bank,MVB*Bank*,"Input 'MVB Bank Inc' cleaned (removed Inc suffix), active West Virginia community bank.",True,1,"MVB Bank, Inc",34603,2757205,Active,3185147.0,WV,301 Virginia Ave,Fairmont,26554,1.00,,,,,,,,,,
Mabrey Bank,Active,Mabrey Bank,Mabrey*Bank*,"Input 'Mabrey Bank' is correct, active Oklahoma community bank.",True,1,Mabrey Bank,10667,139553,Active,1853339.0,OK,14821 S Memorial Dr,Bixby,74008,1.00,,,,,,,,,,
Manufacturers and Traders Trust,Active,Manufacturers and Traders Trust,Manufacturers*and*Traders*Trust*,"Input 'Manufacturers & Traders Trust Co' cleaned (removed Co suffix, replaced & with and), active M&T subsidiary.",True,1,Manufacturers and Traders Trust Company,588,501105,Active,210741944.0,NY,1 M And T Plz,Buffalo,14203,1.00,,,,,,,,,,
Manufacturers Bank,Active,Manufacturers Bank,Manufacturers*Bank*,"Input 'Manufacturers Bank' is correct, active California community bank.",True,10,Manufacturers Bank,14675,81634,Inactive,514793.0,IL,1200 North Ashland Avenue,Chicago,60622,1.00,Manufacturers Bank,16230,678137,Inactive,1657377.0,IL,1200 North Ashland Avenue,Chicago,60622,1.00
Manufacturers and Traders Trust Company,Active,Manufacturers and Traders Trust Company,Manufacturers*and*Traders*Trust*Company*,"Input 'Manufacturers and Traders Trust Company' is correct, active M&T regional bank.",True,1,Manufacturers and Traders Trust Company,588,501105,Active,210741944.0,NY,1 M And T Plz,Buffalo,14203,1.00,,,,,,,,,,
MapleMark Bank,Active,MapleMark Bank,MapleMark*Bank*,"Input 'MapleMark Bank' is correct, active Kentucky community bank.",True,1,MapleMark Bank,3182,594451,Active,1058335.0,OK,2431 E 61st St,Tulsa,74136,1.00,,,,,,,,,,
Marine Bank,Active,Marine Bank,Marine*Bank*,"Input 'Marine Bank' is correct, active Florida community bank.",True,11,Marine Bank,20250,258445,Inactive,668662.0,IL,3050 Wabash Ave,Springfield,62704,1.00,Marine Bank & Trust Company,34233,2587916,Active,635108.0,FL,571 Beachland Blvd,Vero Beach,32963,0.76
Synovus Bank,Active,Synovus Bank,Synovus*Bank*,Input 'Synovous' corrected to 'Synovus Bank'. Active regional bank.,True,3,Synovus Bank,873,395238,Active,60332869.0,GA,33 W 14th St.,Columbus,31901,1.00,Synovus Bank,34172,2458119,Inactive,1334461.0,FL,12450 Roosevelt Boulevard North,Saint Petersburg,33716,1.00
Synovus Bank,Active,Synovus Bank,Synovus*Bank*,Input 'Synovus Bank' is correct. Active FDIC-insured bank.,True,3,Synovus Bank,873,395238,Active,60332869.0,GA,33 W 14th St.,Columbus,31901,1.00,Synovus Bank,34172,2458119,Inactive,1334461.0,FL,12450 Roosevelt Boulevard North,Saint Petersburg,33716,1.00
Synovus Financial,Active,Synovus Financial,Synovus*Financial*,Input 'Synovus Financial Corp' cleaned (removed Corp). Active parent of Synovus Bank.,False,0,,,,,,,,,,,,,,,,,,,,
TBK Bank,Active,TBK Bank,TBK*Bank*,Input 'TBK Bank' correct. Active community bank.,True,1,"TBK BANK, SSB",23498,766164,Active,6351153.0,TX,12700 Park Central Dr,Dallas,75251,0.80,,,,,,,,,,
TCF Bank Minnesota,Acquired,Huntington National Bank,(TCF*Bank*Minnesota* OR Huntington*National*Bank*),Input 'TCF Bank Minnesota' acquired 2021 by Huntington National Bank.,True,3,Huntington National Bank West Virginia,14289,774431,Inactive,2175487.0,WV,One Commerce Square,Charleston,25301,0.38,Huntington National Bank,23758,861564,Inactive,89002.0,CA,16531 Bolsa Chica Street,Huntington Beach,92649,0.31
TCF Financial,Acquired,Huntington Bancshares,(TCF*Financial* OR Huntington*Bancshares*),Input 'TCF Financial Corp' cleaned (removed Corp). Acquired 2021 by Huntington Bancshares.,False,0,,,,,,,,,,,,,,,,,,,,
TCF National Bank,Acquired,Huntington National Bank,(TCF*National*Bank* OR Huntington*National*Bank*),Input 'TCF National Bank' acquired 2021 by Huntington National Bank.,True,9,TCF National Bank,28330,266271,Inactive,49421342.0,SD,2508 South Louise Avenue,Sioux Falls,57106,1.00,TCF NATIONAL BANK ILLINOIS,27870,646976,Inactive,3553786.0,IL,800 Burr Ridge Parkway,Burr Ridge,60521,0.76
TD Bank,Active,TD Bank,TD*Bank*,Input 'TD Bank NA' cleaned (removed NA). Active national bank.,True,2,"TD Bank, National Association",18409,497404,Active,350851701.0,DE,2035 Limestone Rd,Wilmington,19808,0.44,"TD Bank USA, National Association",33947,2121196,Active,34297872.0,DE,2035 Limestone Rd,Wilmington,19808,0.39
TIAA FSB,Active,TIAA FSB,TIAA*FSB*,Input 'TIAA FSB Holdings Inc' cleaned (removed Holdings Inc). Active federal savings bank.,True,1,"TIAA-CREF Trust Company, FSB",34723,2716547,Inactive,4815636.0,MO,"211 North Broadway, Suite 1000",Saint Louis,63102,0.62,,,,,,,,,,
Texas Capital Bank,Active,Texas Capital Bank,Texas*Capital*Bank*,Input 'Texas Capital Bank' correct. Active regional bank.,True,4,Texas Capital Bank,34383,2618780,Active,32246474.0,TX,2000 Mckinney Ave,Dallas,75201,1.00,"Texas Capital Bank, National Association",25339,911254,Inactive,172917.0,TX,7909 Parkwood Circle Drive,Houston,77036,0.67
Texas Capital Bank,Active,Texas Capital Bank,Texas*Capital*Bank*,Input 'Texas Capital Bank NA' cleaned (removed NA). Active national bank.,True,4,Texas Capital Bank,34383,2618780,Active,32246474.0,TX,2000 Mckinney Ave,Dallas,75201,1.00,"Texas Capital Bank, National Association",25339,911254,Inactive,172917.0,TX,7909 Parkwood Circle Drive,Houston,77036,0.67
Texas Partners Bank,Active,Texas Partners Bank,Texas*Partners*Bank*,Input 'Texas Partners Bank' correct. Active community bank.,True,1,Texas Partners Bank,58581,3548567,Active,2520016.0,TX,1900 Nw Loop 410,San Antonio,78213,1.00,,,,,,,,,,
Third Coast Bank,Active,Third Coast Bank,Third*Coast*Bank*,Input 'Third Coast Bank SSB' cleaned (removed SSB). Active state savings bank.,True,1,Third Coast Bank,58716,3630323,Active,5058535.0,TX,20202 Highway 59 N,Humble,77338,1.00,,,,,,,,,,
Towerbank International,Active,Towerbank International,Towerbank*International*,Input 'Towerbank International Inc' cleaned (removed Inc). Active international bank.,False,0,,,,,,,,,,,,,,,,,,,,
Transportation Alliance Bank,Active,Transportation Alliance Bank,Transportation*Alliance*Bank*,Input 'Transportation Alliance Bank' correct. Active specialty bank.,True,1,"Transportation Alliance Bank, Inc. d/b/a TAB Bank",34781,2736219,Active,1628722.0,UT,4185 Harrison Blvd,Ogden,84403,0.81,,,,,,,,,,
Tri Counties Bank,Active,Tri Counties Bank,Tri*Counties*Bank*,Input 'Tri Counties Bank' correct. Active regional bank.,True,1,Tri Counties Bank,21943,100562,Active,9874826.0,CA,63 Constitution Dr,Chico,95973,1.00,,,,,,,,,,
Tristate Capital Bank,Active,Tristate Capital Bank,Tristate*Capital*Bank*,Input 'Tristate Capital Bank' correct. Active community bank.,True,1,TriState Capital Bank,58457,3475083,Active,22333726.0,PA,1 Oxford Ctr,Pittsburgh,15219,1.00,,,,,,,,,,
Truist Bank,Active,Truist Bank,Truist*Bank*,Input 'Truist Bank' correct. Active national bank (BB&T + SunTrust merger).,True,1,Truist Bank,9846,852320,Active,535540000.0,NC,214 N Tryon St,Charlotte,28202,1.00,,,,,,,,,,
Truist Financial,Active,Truist Financial,Truist*Financial*,Input 'Truist Financial' correct. Active parent of Truist Bank.,False,0,,,,,,,,,,,,,,,,,,,,
Trustmark National Bank,Active,Trustmark National Bank,Trustmark*National*Bank*,Input 'Trustmark National Bank' correct. Active regional national bank.,False,0,,,,,,,,,,,,,,,,,,,,
Village Bank & Trust,Active,Village Bank & Trust,Village*Bank*&*Trust*,Input 'Village Bank & Trust NA' cleaned (removed NA). Active community bank.,True,2,Village Bank & Trust Company,23675,251008,Inactive,77072.0,NH,One Country Club Road,Gilford,03246,1.00,"Village Bank & Trust, S.S.B.",35147,2829335,Inactive,110866.0,TX,1415 Ranch Road 620 South,Lakeway,78734,0.90
Wilmington Savings Fund Society Bank,Active,Wilmington Savings Fund Society Bank,Wilmington*Savings*Fund*Society*Bank*,Input 'WSFS Bank' expanded (WSFS → Wilmington Savings Fund Society). Active.,True,1,"Wilmington Savings Fund Society, FSB",17838,437914,Active,20758310.0,DE,500 Delaware Ave,Wilmington,19801,0.93,,,,,,,,,,
Washington Federal,Active,Washington Federal,Washington*Federal*,Input 'Washington Federal Inc' cleaned (removed Inc). Active bank holding company.,True,10,Washington Federal Savings Bank,27673,867472,Inactive,815768.0,VA,570 Herndon Parkway,Herndon,22070,0.73,Washington Federal Savings Bank,27854,644879,Inactive,295753.0,MN,200 E Chestnut St,Stillwater,55082,0.73
Washington Federal Savings Bank,Active,Washington Federal Savings Bank,Washington*Federal*Savings*Bank*,Input cleaned (no suffixes). Active savings bank.,True,3,Washington Federal Savings Bank,27673,867472,Inactive,815768.0,VA,570 Herndon Parkway,Herndon,22070,1.00,Washington Federal Savings Bank,27854,644879,Inactive,295753.0,MN,200 E Chestnut St,Stillwater,55082,1.00
Washington Financial Bank,Active,Washington Financial Bank,Washington*Financial*Bank*,Input cleaned (no suffixes). Active community bank in Pennsylvania.,True,1,Washington Financial Bank,29520,282075,Active,1536774.0,PA,77 S Main St,Washington,15301,1.00,,,,,,,,,,
Washington Trust Company,Active,Washington Trust Company,Washington*Trust*Company*,Input 'Washington Trust' expanded to full name. Active regional bank.,True,1,Washington Bank and Trust Company,315,668035,Inactive,86320.0,LA,946 Pearl Street,Franklinton,70438,0.78,,,,,,,,,,
WebBank,Active,WebBank,Web*Bank*,Input cleaned (no suffixes). Active Utah-chartered industrial bank.,True,3,WebBank,34404,2576134,Active,2387965.0,UT,215 S State St,Salt Lake City,84111,1.00,"Webster Bank, National Association",18221,761806,Active,83097405.0,CT,1959 Summer St,Stamford,06905,0.38
Webster Bank,Active,Webster Bank,Webster*Bank*,Input 'Webster Bank NA' cleaned (removed NA). Active regional bank.,True,2,"Webster Bank, National Association",18221,761806,Active,83097405.0,CT,1959 Summer St,Stamford,06905,0.57,Webster Five Cents Savings Bank,90297,765505,Active,1329695.0,MA,136 Thompson Rd,Webster,01570,0.56
Webster Business Credit,Active,Webster Bank,Webster*Business*Credit*,Input 'Webster Business Credit Corp' cleaned (removed Corp). Active subsidiary of Webster Bank.,True,2,"Webster Bank, National Association",18221,761806,Active,83097405.0,CT,1959 Summer St,Stamford,06905,0.60,Webster Five Cents Savings Bank,90297,765505,Active,1329695.0,MA,136 Thompson Rd,Webster,01570,0.48
Wells Fargo,Active,Wells Fargo,Wells*Fargo*,Input 'Wells Fargo & Co' cleaned (removed & Co). Active global bank.,True,3,"Wells Fargo Bank, National Association",3511,451965,Active,1767105000.0,SD,3201 N 4th Ave,Sioux Falls,57104,0.49,Wells Fargo National Bank West,27389,1225761,Active,9289489.0,NV,4455 Spring Mountain Rd,Las Vegas,89102,0.58
Wells Fargo Bank,Active,Wells Fargo Bank,Wells*Fargo*Bank*,Input cleaned (no suffixes). Active national bank.,True,3,Wells Fargo National Bank West,27389,1225761,Active,9289489.0,NV,4455 Spring Mountain Rd,Las Vegas,89102,0.74,"Wells Fargo Bank, National Association",3511,451965,Active,1767105000.0,SD,3201 N 4th Ave,Sioux Falls,57104,0.64
Wells Fargo Bank International,Active,Wells Fargo Bank International,Wells*Fargo*Bank*International*,Input 'Wells Fargo Bank International (WFBI)' cleaned (removed acronym). Active international subsidiary.,False,0,,,,,,,,,,,,,,,,,,,,
Wells Fargo Bank,Active,Wells Fargo Bank,Wells*Fargo*Bank*,Input 'Wells Fargo Bank NA' cleaned (removed NA). Active national bank.,True,3,Wells Fargo National Bank West,27389,1225761,Active,9289489.0,NV,4455 Spring Mountain Rd,Las Vegas,89102,0.74,"Wells Fargo Bank, National Association",3511,451965,Active,1767105000.0,SD,3201 N 4th Ave,Sioux Falls,57104,0.64
WesBanco,Active,WesBanco Bank,Wes*Banco*,Input 'WesBanco Inc' cleaned (removed Inc). Active parent company; operating bank is WesBanco Bank.,True,11,"WesBanco Bank, Inc.",803,645625,Active,27465831.0,WV,1 Bank Plz,Wheeling,26003,0.76,Wesbanco Bank Parkersburg,6174,823834,Inactive,415335.0,WV,415 Market Street,Parkersburg,26101,0.48
Wesbanco Bank,Active,Wesbanco Bank,Wes*banco*Bank*,Input 'Wesbanco Bank Inc' cleaned (removed Inc). Active regional bank.,True,11,"WesBanco Bank, Inc.",803,645625,Active,27465831.0,WV,1 Bank Plz,Wheeling,26003,1.00,Wesbanco Bank Parkersburg,6174,823834,Inactive,415335.0,WV,415 Market Street,Parkersburg,26101,0.68
West Alabama Bank & Trust,Active,West Alabama Bank & Trust,West*Alabama*Bank*&*Trust*,Input cleaned (no suffixes). Active community bank in Alabama.,True,1,West Alabama Bank & Trust,16175,501132,Active,953862.0,AL,509 1st Ave W,Reform,35481,1.00,,,,,,,,,,
West Suburban Bank,Active,West Suburban Bank,West*Suburban*Bank*,Input cleaned (no suffixes). Active community bank in Illinois.,True,5,West Suburban Bank,18509,375034,Inactive,2901235.0,IL,701 Westmore Meyers Rd,Lombard,60148,1.00,West Suburban Bank of Darien,21119,702434,Inactive,247201.0,IL,8001 Cass Avenue,Darien,60559,0.78
West Texas National Bank,Active,West Texas National Bank,West*Texas*National*Bank*,Input cleaned (no suffixes). Active community bank in Texas.,True,2,West Texas National Bank,22957,237066,Active,2748058.0,TX,6 Desta Dr,Midland,79705,1.00,West Texas National Bank,16896,345457,Inactive,244502.0,TX,101 East Avenue,Alpine,79830,1.00
Western Alliance,Active,Western Alliance Bank,Western*Alliance*,Input 'Western Alliance Bancorp' cleaned (removed Bancorp). Active parent company; operating bank is Western Alliance Bank.,True,1,Western Alliance Bank,57512,3138146,Active,90816270.0,AZ,1 E Washington St,Phoenix,85004,0.86,,,,,,,,,,
Wheaton Bank & Trust,Active,Wheaton Bank & Trust,Wheaton*Bank*&*Trust*,Input cleaned (no suffixes). Active community bank in Illinois.,True,1,"Wheaton Bank & Trust, National Association",33803,2044811,Active,4187921.0,IL,100 N Wheaton Ave,Wheaton,60187,0.68,,,,,,,,,,
UMB Bank,Active,UMB Bank,UMB*Bank*,Input 'UMB Bank' correct. Active.,True,11,"UMB Bank, Boonville",12453,890041,Inactive,38989.0,MO,401 Main Street,Boonville,65233,0.62,"UMB Bank, National Association",8273,936855,Active,71519137.0,MO,1010 Grand Blvd,Kansas City,64106,0.47
UMB Bank,Active,UMB Bank,UMB*Bank*,Input 'UMB Bank NA' cleaned (removed NA suffix). Active.,True,11,"UMB Bank, Boonville",12453,890041,Inactive,38989.0,MO,401 Main Street,Boonville,65233,0.62,"UMB Bank, National Association",8273,936855,Active,71519137.0,MO,1010 Grand Blvd,Kansas City,64106,0.47
US Bancorp,Active,US Bancorp,US*Bancorp*,Input 'US Bancorp' correct. Active parent company.,False,0,,,,,,,,,,,,,,,,,,,,
US Bank,Active,US Bank,US*Bank*,Input 'US Bank NA' cleaned (removed NA suffix). Active.,True,2,US Metro Bank,58310,3470154,Active,1566784.0,CA,9866 Garden Grove Blvd,Garden Grove,92844,0.70,USAA Federal Savings Bank,32188,619877,Active,104903000.0,AZ,1 Norterra Dr,Phoenix,85085,0.44
US Bank,Active,US Bank,US*Bank*,Input 'US Bank National Association' cleaned (removed suffix). Active.,True,2,US Metro Bank,58310,3470154,Active,1566784.0,CA,9866 Garden Grove Blvd,Garden Grove,92844,0.70,USAA Federal Savings Bank,32188,619877,Active,104903000.0,AZ,1 Norterra Dr,Phoenix,85085,0.44
Umpqua Bank,Active,Umpqua Bank,Umpqua*Bank*,Input 'Umpqua Bank' correct. Active.,True,1,Umpqua National Bank,2888,845377,Inactive,,OR,Main Street,Reedsport,97467,0.79,,,,,,,,,,
Union Bank & Trust,Active,Union Bank & Trust,Union*Bank*&*Trust*,Input 'Union Bank & Trust Co' cleaned (removed Co suffix). Active.,True,2,Union Bank & Trust Company,1753,22048,Active,333249.0,AR,102 W Mccloy St,Monticello,71655,1.00,Union Bank & Trust Company,9179,80431,Active,94503.0,TN,201 E Main St,Livingston,38570,1.00
Union Bank,Active,Union Bank,Union*Bank*,Input 'Union Bank NA' cleaned (removed NA suffix). Active (subsidiary of MUFG).,True,10,Union Bank,14158,333203,Active,1573005.0,VT,20 Main St,Morrisville,05661,1.00,Union Bank and Trust Company,13421,450856,Active,8881740.0,NE,3643 S 48th St,Lincoln,68506,0.67
United Bank,Active,United Bank,United*Bank*,Input 'United Bank' correct. Active.,True,10,United State Bank,12214,659556,Active,288929.0,MO,102 W Main St,Lewistown,63452,0.79,United Bank of Michigan,11807,150044,Active,1068603.0,MI,900 East Paris Ave Se,Grand Rapids,49546,0.65
United Community Bank,Active,United Community Bank,United*Community*Bank*,Input 'United Community Bank' correct. Active.,True,6,United Community Bank,13656,884648,Active,284602.0,IA,1000 Okoboji Ave,Milford,51351,1.00,United Community Bank,16889,1017939,Active,28087547.0,SC,200 E Camperdown Way,Greenville,29601,1.00
United Farm Credit Services,Active,United Farm Credit Services,United*Farm*Credit*Services*,Input 'United FCS' expanded (FCS → Farm Credit Services). Active.,False,0,,,,,,,,,,,,,,,,,,,,
United Texas Bank,Active,United Texas Bank,United*Texas*Bank*,Input 'United Texas Bank' correct. Active.,True,1,United Texas Bank,26626,726953,Active,1057261.0,TX,13101 Preston Rd,Dallas,75240,1.00,,,,,,,,,,
Valley Bank & Trust,Active,Valley Bank & Trust,Valley*Bank*&*Trust*,Input 'Valley Bank & Trust' correct. Active.,True,2,Valley Bank & Trust,25651,806154,Inactive,330092.0,CO,4900 E. Bromley Lane,Brighton,80601,1.00,Valley Bank & Trust,25866,834045,Inactive,29022.0,IA,200 South Second Street,Cherokee,51012,1.00
Valley National Bank,Active,Valley National Bank,Valley*National*Bank*,Input 'Valley National Bank' correct. Active.,True,11,Valley National Bank,9396,229801,Active,62959203.0,NJ,615 Main Ave,Passaic,07055,1.00,"Valley National Bank, Glendale",17820,795865,Inactive,250743.0,CA,420 North Brand Boulevard,Glendale,91209,0.79
Valley Republic Bank,Failed,First Foundation Bank,(Valley*Republic*Bank* OR First*Foundation*Bank*),"Input 'Valley Republic Bank' correct. Failed 2020, acquired by First Foundation Bank.",True,2,Valley Republic Bank,58828,3885123,Inactive,1378618.0,CA,"5000 California Avenue, Suite 110",Bakersfield,93309,1.00,First Foundation Bank,58647,3637685,Active,11886084.0,CA,18101 Von Karman Ave,Irvine,92612,0.34
Vast Bank,Active,Vast Bank,Vast*Bank*,Input 'Vast Bank' correct. Active.,True,1,"Vast Bank, National Association",23737,347956,Active,570829.0,OK,110 N Elgin Ave,Tulsa,74120,0.50,,,,,,,,,,
Vectra Bank of Colorado,Active,Vectra Bank of Colorado,Vectra*Bank*of*Colorado*,Input 'Vectra Bank of Colorado NA' cleaned (removed NA suffix). Active.,False,0,,,,,,,,,,,,,,,,,,,,
Vectra Banking,Active,Vectra Banking,Vectra*Banking*,Input 'Vectra Banking Corp' cleaned (removed Corp suffix). Active.,False,0,,,,,,,,,,,,,,,,,,,,
Veritex Community Bank,Active,Veritex Community Bank,Veritex*Community*Bank*,Input 'Veritex Community Bank' correct. Active.,True,1,Veritex Community Bank,57665,3221468,Inactive,12714902.0,TX,8214 Westchester Dr,Dallas,75225,1.00,,,,,,,,,,
Village Bank,Active,Village Bank,Village*Bank*,Input 'Village Bank' correct. Active.,True,2,Village Bank,33761,2010722,Active,413803.0,MN,3350 Bridge St Nw,Saint Francis,55070,1.00,"Village Bank and Trust, National Association",34011,2298995,Active,3350562.0,IL,234 W Northwest Hwy,Arlington Heights,60004,0.46
Whitney Bank,Acquired,Hancock Whitney Bank,(Whitney*Bank* OR Hancock*Whitney*Bank*),"Input 'Whitney Bank'—acquired 2010 by Hancock Bank, now part of Hancock Whitney Bank.",True,9,Whitney Bank,33029,1464122,Inactive,13016484.0,LA,228 St. Charles Avenue,New Orleans,70130,1.00,Hancock Whitney Bank,12441,463735,Active,35747114.0,MS,2510 14th St,Gulfport,39501,0.75
Wilmington Bank,Acquired,First Citizens Bank,(Wilmington*Bank* OR First*Citizens*Bank*),Input 'Wilmington Bank'—acquired by First Citizens Bank (North Carolina).,True,7,First-Citizens Bank & Trust Company,11063,491224,Active,233167000.0,NC,239 Fayetteville St,Raleigh,27601,0.40,First Citizens Community Bank,7593,978118,Active,3051688.0,PA,15 S Main St,Mansfield,16933,0.44
Wilmington Savings Fund Society,Active,Wilmington Savings Fund Society,Wilmington*Savings*Fund*Society*,Input 'Wilmington Savings Fund Society'—active regional bank (WSFS).,True,1,"Wilmington Savings Fund Society, FSB",17838,437914,Active,20758310.0,DE,500 Delaware Ave,Wilmington,19801,0.94,,,,,,,,,,
Wilmington Trust,Acquired,M&T Bank,(Wilmington*Trust* OR M&T*Bank*),Input 'Wilmington Trust Co'—cleaned to Wilmington Trust; acquired 2011 by M&T Bank.,True,4,Wilmington Trust Company,680,272218,Inactive,1150601.0,DE,"1100 North Market Street, Rodney Square North",Wilmington,19890,1.00,Wilmington Trust of Pennsylvania,26690,551315,Inactive,1305220.0,PA,"795 East Lancaster Avenue, Suite 6",Villanova,19085,0.67
Wilmington Trust,Acquired,M&T Bank,(Wilmington*Trust* OR M&T*Bank*),Input 'Wilmington Trust National Association'—cleaned to Wilmington Trust; acquired 2011 by M&T Bank.,True,4,Wilmington Trust Company,680,272218,Inactive,1150601.0,DE,"1100 North Market Street, Rodney Square North",Wilmington,19890,1.00,Wilmington Trust of Pennsylvania,26690,551315,Inactive,1305220.0,PA,"795 East Lancaster Avenue, Suite 6",Villanova,19085,0.67
Wintrust Financial,Active,Wintrust Financial,Wintrust*Financial*,Input 'Wintrust Financial Corp'—cleaned to Wintrust Financial; active holding company with banking subsidiaries.,False,0,,,,,,,,,,,,,,,,,,,,
Wisconsin Bank & Trust,Active,Wisconsin Bank & Trust,Wisconsin*Bank*&*Trust*,Input 'Wisconsin Bank & Trust'—active regional bank.,True,1,Wisconsin Bank & Trust,13023,463342,Inactive,1388430.0,WI,119 Junction Rd,Madison,53717,1.00,,,,,,,,,,
Woodforest National Bank,Active,Woodforest National Bank,Woodforest*National*Bank*,Input 'Wood Forest National Bank'—corrected to Woodforest National Bank (merged 'Wood Forest' to 'Woodforest'); active.,True,1,Woodforest National Bank,23220,412751,Active,9302375.0,TX,1330 Lake Robbins Dr,The Woodlands,77380,1.00,,,,,,,,,,
WoodTrust Bank,Active,WoodTrust Bank,WoodTrust*Bank*,Input 'WoodTrust Bank'—active community bank.,True,1,WOODTRUST BANK,5335,833749,Active,724379.0,WI,181 2nd St S,Wisconsin Rapids,54494,1.00,,,,,,,,,,
Woodforest National Bank,Active,Woodforest National Bank,Woodforest*National*Bank*,Input 'Woodforest National Bank'—active national bank.,True,1,Woodforest National Bank,23220,412751,Active,9302375.0,TX,1330 Lake Robbins Dr,The Woodlands,77380,1.00,,,,,,,,,,
Zions Bancorporation,Active,Zions Bancorporation,Zions*Bancorporation*,Input 'Zions Bancorporation'—active holding company; banking subsidiary Zions Bank is active.,True,1,"Zions Bancorporation, N.A.",2270,276579,Active,88533079.0,UT,1 S Main St,Salt Lake City,84133,1.00,,,,,,,,,,
Zions Bank,Active,Zions Bank,Zions*Bank*,Input 'Zions Bank'—active national bank (subsidiary of Zions Bancorporation).,True,3,Zions First National Bank of Ogden,20873,399375,Inactive,,UT,2350 Washington Boulevard,Ogden,84402,0.49,Zions First National Bank of Cedar City,23109,926379,Inactive,,UT,176 South Main Street,Cedar City,84720,0.43
Oakworth Capital Bank,Acquired,Synovus Bank,(Oakworth*Capital*Bank* OR Synovus*Bank*),Acquired 2021 by Synovus Bank.,True,2,Oakworth Capital Bank,58783,3720608,Active,1923330.0,AL,850 Shades Creek Pkwy,Birmingham,35209,1.00,Synovus Bank,873,395238,Active,60332869.0,GA,33 W 14th St.,Columbus,31901,0.36
OceanFirst Bank,Active,OceanFirst Bank,OceanFirst*Bank*,Active regional bank.,True,1,"OceanFirst Bank, National Association",28359,85472,Active,14230921.0,NJ,975 Hooper Ave,Toms River,08753,0.62,,,,,,,,,,
Old National Bank,Active,Old National Bank,Old*National*Bank*,Input cleaned (removed Bancorp and /IN/). Active.,True,3,Old National Bank,3832,208244,Active,70996954.0,IN,1 Main St,Evansville,47708,1.00,Old Second National Bank,3603,936136,Active,6981757.0,IL,37 S River St,Aurora,60506,0.80
